idTweeter,lastSuscribings
107528682,1;2;3;4;5;6
1323300477803483137,1;2;3;4;5;6
1392362247574286336,1;2;3;4;5;6
1273339161777516546,1;2;3;4;5;6
1307200347912302599,1;2;3;4;5;6
1384557374623535111,1;2;3;4;5;6
965571999396397057,1;2;3;4;5;6
1530033576,1;2;3;4;5;6
48704761,1;2;3;4;5;6
